"";"IDNummer";"Produktionsdatum";"Herstellernummer";"Werksnummer";"Fehlerhaft"
"18485";"K7-114-1142-18485";2009-05-09;114;1142;0
"18486";"K7-114-1142-18486";2009-05-09;114;1142;0
"18487";"K7-114-1142-18487";2009-05-09;114;1142;0
"18488";"K7-114-1142-18488";2009-05-09;114;1142;0
"18489";"K7-114-1142-18489";2009-05-09;114;1142;0
"18490";"K7-114-1142-18490";2009-05-09;114;1142;0
"18491";"K7-114-1142-18491";2009-05-09;114;1142;0
"18492";"K7-114-1142-18492";2009-05-09;114;1142;0
"18493";"K7-114-1142-18493";2009-05-09;114;1142;0
"18494";"K7-114-1142-18494";2009-05-09;114;1142;0
"18495";"K7-114-1142-18495";2009-05-09;114;1142;0
"18496";"K7-114-1142-18496";2009-05-09;114;1142;0
"18497";"K7-114-1142-18497";2009-05-09;114;1142;0
"18498";"K7-114-1142-18498";2009-05-09;114;1142;0
"18499";"K7-114-1142-18499";2009-05-09;114;1142;0
"18500";"K7-114-1142-18500";2009-05-09;114;1142;0
"18501";"K7-114-1142-18501";2009-05-09;114;1142;0
"18502";"K7-114-1142-18502";2009-05-09;114;1142;0
"18503";"K7-114-1142-18503";2009-05-09;114;1142;0
"18504";"K7-114-1142-18504";2009-05-09;114;1142;0
"18505";"K7-114-1142-18505";2009-05-09;114;1142;0
"18506";"K7-114-1142-18506";2009-05-09;114;1142;0
"18507";"K7-114-1142-18507";2009-05-09;114;1142;0
"18508";"K7-114-1142-18508";2009-05-09;114;1142;0
"18509";"K7-114-1142-18509";2009-05-09;114;1142;0
"18510";"K7-114-1142-18510";2009-05-09;114;1142;0
"18511";"K7-114-1142-18511";2009-05-09;114;1142;0
"18512";"K7-114-1142-18512";2009-05-09;114;1142;0
"18513";"K7-114-1142-18513";2009-05-09;114;1142;0
"18514";"K7-114-1142-18514";2009-05-09;114;1142;0
"18515";"K7-114-1142-18515";2009-05-09;114;1142;0
"18516";"K7-114-1142-18516";2009-05-09;114;1142;0
"18517";"K7-114-1142-18517";2009-05-09;114;1142;0
"18518";"K7-114-1142-18518";2009-05-09;114;1142;0
"18519";"K7-114-1142-18519";2009-05-09;114;1142;0
"18520";"K7-114-1142-18520";2009-05-09;114;1142;0
"18521";"K7-114-1142-18521";2009-05-09;114;1142;0
"18522";"K7-114-1142-18522";2009-05-09;114;1142;0
"18523";"K7-114-1142-18523";2009-05-09;114;1142;0
"18524";"K7-114-1142-18524";2009-05-09;114;1142;0
"18525";"K7-114-1142-18525";2009-05-09;114;1142;0
"18526";"K7-114-1142-18526";2009-05-09;114;1142;0
"18527";"K7-114-1142-18527";2009-05-09;114;1142;0
"18528";"K7-114-1142-18528";2009-05-09;114;1142;0
"18529";"K7-114-1142-18529";2009-05-09;114;1142;0
"18530";"K7-114-1142-18530";2009-05-09;114;1142;0
"18531";"K7-114-1142-18531";2009-05-09;114;1142;0
"18532";"K7-114-1142-18532";2009-05-09;114;1142;0
"18533";"K7-114-1142-18533";2009-05-09;114;1142;0
"18534";"K7-114-1142-18534";2009-05-09;114;1142;0
"18535";"K7-114-1142-18535";2009-05-09;114;1142;0
"18536";"K7-114-1142-18536";2009-05-09;114;1142;0
"18537";"K7-114-1142-18537";2009-05-09;114;1142;0
"18538";"K7-114-1142-18538";2009-05-09;114;1142;0
"18539";"K7-114-1142-18539";2009-05-09;114;1142;0
"18540";"K7-114-1142-18540";2009-05-09;114;1142;0
"18541";"K7-114-1142-18541";2009-05-09;114;1142;0
"18542";"K7-114-1142-18542";2009-05-09;114;1142;0
"18543";"K7-114-1142-18543";2009-05-09;114;1142;0
"18544";"K7-114-1142-18544";2009-05-09;114;1142;0
"18545";"K7-114-1142-18545";2009-05-09;114;1142;0
"18546";"K7-114-1142-18546";2009-05-09;114;1142;0
"18547";"K7-114-1142-18547";2009-05-09;114;1142;0
"18548";"K7-114-1142-18548";2009-05-09;114;1142;0
"18549";"K7-114-1142-18549";2009-05-09;114;1142;0
"18550";"K7-114-1142-18550";2009-05-09;114;1142;0
"18551";"K7-114-1142-18551";2009-05-09;114;1142;0
"18552";"K7-114-1142-18552";2009-05-09;114;1142;0
"18553";"K7-114-1142-18553";2009-05-09;114;1142;0
"18554";"K7-114-1142-18554";2009-05-09;114;1142;0
"18555";"K7-114-1142-18555";2009-05-09;114;1142;0
"18556";"K7-114-1142-18556";2009-05-09;114;1142;0
"18557";"K7-114-1142-18557";2009-05-09;114;1142;0
"18558";"K7-114-1142-18558";2009-05-09;114;1142;0
"18559";"K7-114-1142-18559";2009-05-09;114;1142;0
"18560";"K7-114-1142-18560";2009-05-10;114;1142;0
"18561";"K7-114-1142-18561";2009-05-10;114;1142;0
"18562";"K7-114-1142-18562";2009-05-10;114;1142;0
"18563";"K7-114-1142-18563";2009-05-10;114;1142;0
"18564";"K7-114-1142-18564";2009-05-10;114;1142;0
"18565";"K7-114-1142-18565";2009-05-10;114;1142;0
"18566";"K7-114-1142-18566";2009-05-10;114;1142;0
"18567";"K7-114-1142-18567";2009-05-10;114;1142;0
"18568";"K7-114-1142-18568";2009-05-10;114;1142;0
"18569";"K7-114-1142-18569";2009-05-10;114;1142;0
"18570";"K7-114-1142-18570";2009-05-10;114;1142;0
"18571";"K7-114-1142-18571";2009-05-10;114;1142;0
"18572";"K7-114-1142-18572";2009-05-10;114;1142;0
"18573";"K7-114-1142-18573";2009-05-10;114;1142;0
"18574";"K7-114-1142-18574";2009-05-10;114;1142;0
"18575";"K7-114-1142-18575";2009-05-10;114;1142;0
"18576";"K7-114-1142-18576";2009-05-10;114;1142;0
"18577";"K7-114-1142-18577";2009-05-10;114;1142;0
"18578";"K7-114-1142-18578";2009-05-10;114;1142;0
"18579";"K7-114-1142-18579";2009-05-10;114;1142;0
"18580";"K7-114-1142-18580";2009-05-10;114;1142;0
"18581";"K7-114-1142-18581";2009-05-10;114;1142;0
"18582";"K7-114-1142-18582";2009-05-10;114;1142;0
"18583";"K7-114-1142-18583";2009-05-10;114;1142;0
"18584";"K7-114-1142-18584";2009-05-10;114;1142;0
"18585";"K7-114-1142-18585";2009-05-10;114;1142;0
"18586";"K7-114-1142-18586";2009-05-10;114;1142;0
"18587";"K7-114-1142-18587";2009-05-10;114;1142;0
"18588";"K7-114-1142-18588";2009-05-10;114;1142;0
"18589";"K7-114-1142-18589";2009-05-10;114;1142;0
"18590";"K7-114-1142-18590";2009-05-10;114;1142;0
"18591";"K7-114-1142-18591";2009-05-10;114;1142;0
"18592";"K7-114-1142-18592";2009-05-10;114;1142;0
"18593";"K7-114-1142-18593";2009-05-10;114;1142;0
"18594";"K7-114-1142-18594";2009-05-10;114;1142;0
"18595";"K7-114-1142-18595";2009-05-10;114;1142;0
"18596";"K7-114-1142-18596";2009-05-10;114;1142;0
"18597";"K7-114-1142-18597";2009-05-10;114;1142;0
"18598";"K7-114-1142-18598";2009-05-10;114;1142;0
"18599";"K7-114-1142-18599";2009-05-10;114;1142;0
"18600";"K7-114-1142-18600";2009-05-10;114;1142;0
"18601";"K7-114-1142-18601";2009-05-10;114;1142;0
"18602";"K7-114-1142-18602";2009-05-10;114;1142;0
"18603";"K7-114-1142-18603";2009-05-10;114;1142;0
"18604";"K7-114-1142-18604";2009-05-10;114;1142;0
"18605";"K7-114-1142-18605";2009-05-10;114;1142;0
"18606";"K7-114-1142-18606";2009-05-10;114;1142;0
"18607";"K7-114-1142-18607";2009-05-10;114;1142;0
"18608";"K7-114-1142-18608";2009-05-10;114;1142;0
"18609";"K7-114-1142-18609";2009-05-10;114;1142;0
"18610";"K7-114-1142-18610";2009-05-10;114;1142;0
"18611";"K7-114-1142-18611";2009-05-10;114;1142;0
"18612";"K7-114-1142-18612";2009-05-10;114;1142;0
"18613";"K7-114-1142-18613";2009-05-10;114;1142;0
"18614";"K7-114-1142-18614";2009-05-10;114;1142;0
"18615";"K7-114-1142-18615";2009-05-10;114;1142;0
"18616";"K7-114-1142-18616";2009-05-10;114;1142;0
"18617";"K7-114-1142-18617";2009-05-10;114;1142;0
"18618";"K7-114-1142-18618";2009-05-10;114;1142;0
"18619";"K7-114-1142-18619";2009-05-10;114;1142;0
"18620";"K7-114-1142-18620";2009-05-10;114;1142;0
"18621";"K7-114-1142-18621";2009-05-10;114;1142;0
"18622";"K7-114-1142-18622";2009-05-10;114;1142;0
"18623";"K7-114-1142-18623";2009-05-10;114;1142;0
"18624";"K7-114-1142-18624";2009-05-10;114;1142;0
"18625";"K7-114-1142-18625";2009-05-10;114;1142;0
"18626";"K7-114-1142-18626";2009-05-10;114;1142;0
"18627";"K7-114-1142-18627";2009-05-10;114;1142;0
"18628";"K7-114-1142-18628";2009-05-10;114;1142;0
"18629";"K7-114-1142-18629";2009-05-10;114;1142;0
"18630";"K7-114-1142-18630";2009-05-10;114;1142;0
"18631";"K7-114-1142-18631";2009-05-10;114;1142;0
"18632";"K7-114-1142-18632";2009-05-10;114;1142;0
"18633";"K7-114-1142-18633";2009-05-10;114;1142;0
"18634";"K7-114-1142-18634";2009-05-10;114;1142;0
"18635";"K7-114-1142-18635";2009-05-10;114;1142;0
"18636";"K7-114-1142-18636";2009-05-10;114;1142;0
"18637";"K7-114-1142-18637";2009-05-10;114;1142;0
"18638";"K7-114-1142-18638";2009-05-10;114;1142;0
"18639";"K7-114-1142-18639";2009-05-10;114;1142;0
"18640";"K7-114-1142-18640";2009-05-10;114;1142;0
"18641";"K7-114-1142-18641";2009-05-10;114;1142;0
"18642";"K7-114-1142-18642";2009-05-10;114;1142;0
"18643";"K7-114-1142-18643";2009-05-10;114;1142;0
"18644";"K7-114-1142-18644";2009-05-10;114;1142;0
"18645";"K7-114-1142-18645";2009-05-10;114;1142;0
"18646";"K7-114-1142-18646";2009-05-10;114;1142;0
"18647";"K7-114-1142-18647";2009-05-10;114;1142;0
"18648";"K7-114-1142-18648";2009-05-10;114;1142;0
"18649";"K7-114-1142-18649";2009-05-10;114;1142;0
"18650";"K7-114-1142-18650";2009-05-10;114;1142;0
"18651";"K7-114-1142-18651";2009-05-10;114;1142;0
"18652";"K7-114-1142-18652";2009-05-10;114;1142;0
"18653";"K7-114-1142-18653";2009-05-10;114;1142;0
"18654";"K7-114-1142-18654";2009-05-10;114;1142;0
"18655";"K7-114-1142-18655";2009-05-10;114;1142;0
"18656";"K7-114-1142-18656";2009-05-11;114;1142;0
"18657";"K7-114-1142-18657";2009-05-11;114;1142;0
"18658";"K7-114-1142-18658";2009-05-11;114;1142;0
"18659";"K7-114-1142-18659";2009-05-11;114;1142;0
"18660";"K7-114-1142-18660";2009-05-11;114;1142;0
"18661";"K7-114-1142-18661";2009-05-11;114;1142;0
"18662";"K7-114-1142-18662";2009-05-11;114;1142;0
"18663";"K7-114-1142-18663";2009-05-11;114;1142;0
"18664";"K7-114-1142-18664";2009-05-11;114;1142;0
"18665";"K7-114-1142-18665";2009-05-11;114;1142;0
"18666";"K7-114-1142-18666";2009-05-11;114;1142;0
"18667";"K7-114-1142-18667";2009-05-11;114;1142;0
"18668";"K7-114-1142-18668";2009-05-11;114;1142;0
"18669";"K7-114-1142-18669";2009-05-11;114;1142;0
"18670";"K7-114-1142-18670";2009-05-11;114;1142;0
"18671";"K7-114-1142-18671";2009-05-11;114;1142;0
"18672";"K7-114-1142-18672";2009-05-11;114;1142;0
"18673";"K7-114-1142-18673";2009-05-11;114;1142;0
"18674";"K7-114-1142-18674";2009-05-11;114;1142;0
"18675";"K7-114-1142-18675";2009-05-11;114;1142;0
"18676";"K7-114-1142-18676";2009-05-11;114;1142;0
"18677";"K7-114-1142-18677";2009-05-11;114;1142;0
"18678";"K7-114-1142-18678";2009-05-11;114;1142;0
"18679";"K7-114-1142-18679";2009-05-11;114;1142;0
"18680";"K7-114-1142-18680";2009-05-11;114;1142;0
"18681";"K7-114-1142-18681";2009-05-11;114;1142;0
"18682";"K7-114-1142-18682";2009-05-11;114;1142;0
"18683";"K7-114-1142-18683";2009-05-11;114;1142;0
"18684";"K7-114-1142-18684";2009-05-11;114;1142;0
"18685";"K7-114-1142-18685";2009-05-11;114;1142;0
"18686";"K7-114-1142-18686";2009-05-11;114;1142;0
"18687";"K7-114-1142-18687";2009-05-11;114;1142;0
"18688";"K7-114-1142-18688";2009-05-11;114;1142;0
"18689";"K7-114-1142-18689";2009-05-11;114;1142;0
"18690";"K7-114-1142-18690";2009-05-11;114;1142;0
"18691";"K7-114-1142-18691";2009-05-11;114;1142;0
"18692";"K7-114-1142-18692";2009-05-11;114;1142;0
"18693";"K7-114-1142-18693";2009-05-11;114;1142;0
"18694";"K7-114-1142-18694";2009-05-11;114;1142;0
"18695";"K7-114-1142-18695";2009-05-11;114;1142;0
"18696";"K7-114-1142-18696";2009-05-11;114;1142;0
"18697";"K7-114-1142-18697";2009-05-11;114;1142;0
"18698";"K7-114-1142-18698";2009-05-11;114;1142;0
"18699";"K7-114-1142-18699";2009-05-11;114;1142;0
"18700";"K7-114-1142-18700";2009-05-11;114;1142;0
"18701";"K7-114-1142-18701";2009-05-11;114;1142;0
"18702";"K7-114-1142-18702";2009-05-11;114;1142;0
"18703";"K7-114-1142-18703";2009-05-11;114;1142;0
"18704";"K7-114-1142-18704";2009-05-11;114;1142;0
"18705";"K7-114-1142-18705";2009-05-11;114;1142;0
"18706";"K7-114-1142-18706";2009-05-11;114;1142;0
"18707";"K7-114-1142-18707";2009-05-11;114;1142;0
"18708";"K7-114-1142-18708";2009-05-11;114;1142;0
"18709";"K7-114-1142-18709";2009-05-11;114;1142;0
"18710";"K7-114-1142-18710";2009-05-11;114;1142;0
"18711";"K7-114-1142-18711";2009-05-11;114;1142;0
"18712";"K7-114-1142-18712";2009-05-11;114;1142;0
"18713";"K7-114-1142-18713";2009-05-11;114;1142;0
"18714";"K7-114-1142-18714";2009-05-11;114;1142;0
"18715";"K7-114-1142-18715";2009-05-11;114;1142;0
"18716";"K7-114-1142-18716";2009-05-11;114;1142;0
"18717";"K7-114-1142-18717";2009-05-11;114;1142;0
"18718";"K7-114-1142-18718";2009-05-11;114;1142;0
"18719";"K7-114-1142-18719";2009-05-11;114;1142;0
"18720";"K7-114-1142-18720";2009-05-11;114;1142;0
"18721";"K7-114-1142-18721";2009-05-11;114;1142;0
"18722";"K7-114-1142-18722";2009-05-11;114;1142;0
"18723";"K7-114-1142-18723";2009-05-11;114;1142;0
"18724";"K7-114-1142-18724";2009-05-11;114;1142;0
"18725";"K7-114-1142-18725";2009-05-11;114;1142;0
"18726";"K7-114-1142-18726";2009-05-11;114;1142;0
"18727";"K7-114-1142-18727";2009-05-11;114;1142;0
"18728";"K7-114-1142-18728";2009-05-11;114;1142;0
"18729";"K7-114-1142-18729";2009-05-11;114;1142;0
"18730";"K7-114-1142-18730";2009-05-11;114;1142;0
"18731";"K7-114-1142-18731";2009-05-11;114;1142;0
"18732";"K7-114-1142-18732";2009-05-11;114;1142;0
"18733";"K7-114-1142-18733";2009-05-11;114;1142;0
"18734";"K7-114-1142-18734";2009-05-11;114;1142;0
"18735";"K7-114-1142-18735";2009-05-11;114;1142;0
"18736";"K7-114-1142-18736";2009-05-11;114;1142;0
"18737";"K7-114-1142-18737";2009-05-11;114;1142;0
"18738";"K7-114-1142-18738";2009-05-11;114;1142;0
"18739";"K7-114-1142-18739";2009-05-11;114;1142;0
"18740";"K7-114-1142-18740";2009-05-11;114;1142;0
"18741";"K7-114-1142-18741";2009-05-11;114;1142;0
"18742";"K7-114-1142-18742";2009-05-11;114;1142;0
"18743";"K7-114-1142-18743";2009-05-11;114;1142;0
"18744";"K7-114-1142-18744";2009-05-11;114;1142;0
"18745";"K7-114-1142-18745";2009-05-11;114;1142;0
"18746";"K7-114-1142-18746";2009-05-11;114;1142;0
"18747";"K7-114-1142-18747";2009-05-11;114;1142;0
"18748";"K7-114-1142-18748";2009-05-11;114;1142;0
"18749";"K7-114-1142-18749";2009-05-11;114;1142;0
"18750";"K7-114-1142-18750";2009-05-11;114;1142;0
"18751";"K7-114-1142-18751";2009-05-11;114;1142;0
"18752";"K7-114-1142-18752";2009-05-11;114;1142;0
"18753";"K7-114-1142-18753";2009-05-11;114;1142;0
"18754";"K7-114-1142-18754";2009-05-11;114;1142;0
"18755";"K7-114-1142-18755";2009-05-11;114;1142;0
"18756";"K7-114-1142-18756";2009-05-11;114;1142;0
"18757";"K7-114-1142-18757";2009-05-11;114;1142;0
"18758";"K7-114-1142-18758";2009-05-11;114;1142;0
"18759";"K7-114-1142-18759";2009-05-11;114;1142;0
"18760";"K7-114-1142-18760";2009-05-11;114;1142;0
"18761";"K7-114-1142-18761";2009-05-11;114;1142;0
"18762";"K7-114-1142-18762";2009-05-11;114;1142;0
"18763";"K7-114-1142-18763";2009-05-11;114;1142;0
"18764";"K7-114-1142-18764";2009-05-11;114;1142;0
"18765";"K7-114-1142-18765";2009-05-11;114;1142;0
"18766";"K7-114-1142-18766";2009-05-11;114;1142;0
"18767";"K7-114-1142-18767";2009-05-12;114;1142;0
"18768";"K7-114-1142-18768";2009-05-12;114;1142;0
"18769";"K7-114-1142-18769";2009-05-12;114;1142;0
"18770";"K7-114-1142-18770";2009-05-12;114;1142;0
"18771";"K7-114-1142-18771";2009-05-12;114;1142;0
"18772";"K7-114-1142-18772";2009-05-12;114;1142;0
"18773";"K7-114-1142-18773";2009-05-12;114;1142;0
"18774";"K7-114-1142-18774";2009-05-12;114;1142;0
"18775";"K7-114-1142-18775";2009-05-12;114;1142;0
"18776";"K7-114-1142-18776";2009-05-12;114;1142;0
"18777";"K7-114-1142-18777";2009-05-12;114;1142;0
"18778";"K7-114-1142-18778";2009-05-12;114;1142;0
"18779";"K7-114-1142-18779";2009-05-12;114;1142;0
"18780";"K7-114-1142-18780";2009-05-12;114;1142;0
"18781";"K7-114-1142-18781";2009-05-12;114;1142;0
"18782";"K7-114-1142-18782";2009-05-12;114;1142;0
"18783";"K7-114-1142-18783";2009-05-12;114;1142;0
"18784";"K7-114-1142-18784";2009-05-12;114;1142;0
"18785";"K7-114-1142-18785";2009-05-12;114;1142;0
"18786";"K7-114-1142-18786";2009-05-12;114;1142;0
"18787";"K7-114-1142-18787";2009-05-12;114;1142;0
"18788";"K7-114-1142-18788";2009-05-12;114;1142;0
"18789";"K7-114-1142-18789";2009-05-12;114;1142;0
"18790";"K7-114-1142-18790";2009-05-12;114;1142;0
"18791";"K7-114-1142-18791";2009-05-12;114;1142;0
"18792";"K7-114-1142-18792";2009-05-12;114;1142;0
"18793";"K7-114-1142-18793";2009-05-12;114;1142;0
"18794";"K7-114-1142-18794";2009-05-12;114;1142;0
"18795";"K7-114-1142-18795";2009-05-12;114;1142;0
"18796";"K7-114-1142-18796";2009-05-12;114;1142;0
"18797";"K7-114-1142-18797";2009-05-12;114;1142;0
"18798";"K7-114-1142-18798";2009-05-12;114;1142;0
"18799";"K7-114-1142-18799";2009-05-12;114;1142;0
"18800";"K7-114-1142-18800";2009-05-12;114;1142;0
"18801";"K7-114-1142-18801";2009-05-12;114;1142;0
"18802";"K7-114-1142-18802";2009-05-12;114;1142;0
"18803";"K7-114-1142-18803";2009-05-12;114;1142;0
"18804";"K7-114-1142-18804";2009-05-12;114;1142;0
"18805";"K7-114-1142-18805";2009-05-12;114;1142;0
"18806";"K7-114-1142-18806";2009-05-12;114;1142;0
"18807";"K7-114-1142-18807";2009-05-12;114;1142;0
"18808";"K7-114-1142-18808";2009-05-12;114;1142;0
"18809";"K7-114-1142-18809";2009-05-12;114;1142;0
"18810";"K7-114-1142-18810";2009-05-12;114;1142;0
"18811";"K7-114-1142-18811";2009-05-12;114;1142;0
"18812";"K7-114-1142-18812";2009-05-12;114;1142;0
"18813";"K7-114-1142-18813";2009-05-12;114;1142;0
"18814";"K7-114-1142-18814";2009-05-12;114;1142;0
"18815";"K7-114-1142-18815";2009-05-12;114;1142;0
"18816";"K7-114-1142-18816";2009-05-12;114;1142;0
"18817";"K7-114-1142-18817";2009-05-12;114;1142;0
"18818";"K7-114-1142-18818";2009-05-12;114;1142;0
"18819";"K7-114-1142-18819";2009-05-12;114;1142;0
"18820";"K7-114-1142-18820";2009-05-12;114;1142;0
"18821";"K7-114-1142-18821";2009-05-12;114;1142;0
"18822";"K7-114-1142-18822";2009-05-12;114;1142;0
"18823";"K7-114-1142-18823";2009-05-12;114;1142;0
"18824";"K7-114-1142-18824";2009-05-12;114;1142;0
"18825";"K7-114-1142-18825";2009-05-12;114;1142;0
"18826";"K7-114-1142-18826";2009-05-12;114;1142;0
"18827";"K7-114-1142-18827";2009-05-12;114;1142;0
"18828";"K7-114-1142-18828";2009-05-12;114;1142;0
"18829";"K7-114-1142-18829";2009-05-12;114;1142;0
"18830";"K7-114-1142-18830";2009-05-12;114;1142;0
"18831";"K7-114-1142-18831";2009-05-12;114;1142;0
"18832";"K7-114-1142-18832";2009-05-12;114;1142;0
"18833";"K7-114-1142-18833";2009-05-12;114;1142;0
"18834";"K7-114-1142-18834";2009-05-12;114;1142;0
"18835";"K7-114-1142-18835";2009-05-12;114;1142;0
"18836";"K7-114-1142-18836";2009-05-12;114;1142;0
"18837";"K7-114-1142-18837";2009-05-12;114;1142;0
"18838";"K7-114-1142-18838";2009-05-12;114;1142;0
"18839";"K7-114-1142-18839";2009-05-12;114;1142;0
"18840";"K7-114-1142-18840";2009-05-12;114;1142;0
"18841";"K7-114-1142-18841";2009-05-12;114;1142;0
"18842";"K7-114-1142-18842";2009-05-12;114;1142;0
"18843";"K7-114-1142-18843";2009-05-12;114;1142;0
"18844";"K7-114-1142-18844";2009-05-12;114;1142;0
"18845";"K7-114-1142-18845";2009-05-12;114;1142;0
"18846";"K7-114-1142-18846";2009-05-12;114;1142;0
"18847";"K7-114-1142-18847";2009-05-12;114;1142;0
"18848";"K7-114-1142-18848";2009-05-12;114;1142;0
"18849";"K7-114-1142-18849";2009-05-12;114;1142;0
"18850";"K7-114-1142-18850";2009-05-12;114;1142;0
"18851";"K7-114-1142-18851";2009-05-12;114;1142;0
"18852";"K7-114-1142-18852";2009-05-12;114;1142;0
"18853";"K7-114-1142-18853";2009-05-12;114;1142;0
"18854";"K7-114-1142-18854";2009-05-12;114;1142;0
"18855";"K7-114-1142-18855";2009-05-12;114;1142;0
"18856";"K7-114-1142-18856";2009-05-12;114;1142;0
"18857";"K7-114-1142-18857";2009-05-12;114;1142;0
"18858";"K7-114-1142-18858";2009-05-12;114;1142;0
"18859";"K7-114-1142-18859";2009-05-12;114;1142;0
"18860";"K7-114-1142-18860";2009-05-12;114;1142;0
"18861";"K7-114-1142-18861";2009-05-12;114;1142;0
"18862";"K7-114-1142-18862";2009-05-12;114;1142;0
"18863";"K7-114-1142-18863";2009-05-12;114;1142;0
"18864";"K7-114-1142-18864";2009-05-13;114;1142;0
"18865";"K7-114-1142-18865";2009-05-13;114;1142;0
"18866";"K7-114-1142-18866";2009-05-13;114;1142;0
"18867";"K7-114-1142-18867";2009-05-13;114;1142;0
"18868";"K7-114-1142-18868";2009-05-13;114;1142;0
"18869";"K7-114-1142-18869";2009-05-13;114;1142;0
"18870";"K7-114-1142-18870";2009-05-13;114;1142;0
"18871";"K7-114-1142-18871";2009-05-13;114;1142;0
"18872";"K7-114-1142-18872";2009-05-13;114;1142;0
"18873";"K7-114-1142-18873";2009-05-13;114;1142;0
"18874";"K7-114-1142-18874";2009-05-13;114;1142;0
"18875";"K7-114-1142-18875";2009-05-13;114;1142;0
"18876";"K7-114-1142-18876";2009-05-13;114;1142;0
"18877";"K7-114-1142-18877";2009-05-13;114;1142;0
"18878";"K7-114-1142-18878";2009-05-13;114;1142;0
"18879";"K7-114-1142-18879";2009-05-13;114;1142;0
"18880";"K7-114-1142-18880";2009-05-13;114;1142;0
"18881";"K7-114-1142-18881";2009-05-13;114;1142;0
"18882";"K7-114-1142-18882";2009-05-13;114;1142;0
"18883";"K7-114-1142-18883";2009-05-13;114;1142;0
"18884";"K7-114-1142-18884";2009-05-13;114;1142;0
"18885";"K7-114-1142-18885";2009-05-13;114;1142;0
"18886";"K7-114-1142-18886";2009-05-13;114;1142;0
"18887";"K7-114-1142-18887";2009-05-13;114;1142;0
"18888";"K7-114-1142-18888";2009-05-13;114;1142;0
"18889";"K7-114-1142-18889";2009-05-13;114;1142;0
"18890";"K7-114-1142-18890";2009-05-13;114;1142;0
"18891";"K7-114-1142-18891";2009-05-13;114;1142;0
"18892";"K7-114-1142-18892";2009-05-13;114;1142;0
"18893";"K7-114-1142-18893";2009-05-13;114;1142;0
"18894";"K7-114-1142-18894";2009-05-13;114;1142;0
"18895";"K7-114-1142-18895";2009-05-13;114;1142;0
"18896";"K7-114-1142-18896";2009-05-13;114;1142;0
"18897";"K7-114-1142-18897";2009-05-13;114;1142;0
"18898";"K7-114-1142-18898";2009-05-13;114;1142;0
"18899";"K7-114-1142-18899";2009-05-13;114;1142;0
"18900";"K7-114-1142-18900";2009-05-13;114;1142;0
"18901";"K7-114-1142-18901";2009-05-13;114;1142;0
"18902";"K7-114-1142-18902";2009-05-13;114;1142;0
"18903";"K7-114-1142-18903";2009-05-13;114;1142;0
"18904";"K7-114-1142-18904";2009-05-13;114;1142;0
"18905";"K7-114-1142-18905";2009-05-13;114;1142;0
"18906";"K7-114-1142-18906";2009-05-13;114;1142;0
"18907";"K7-114-1142-18907";2009-05-13;114;1142;0
"18908";"K7-114-1142-18908";2009-05-13;114;1142;0
"18909";"K7-114-1142-18909";2009-05-13;114;1142;0
"18910";"K7-114-1142-18910";2009-05-13;114;1142;0
"18911";"K7-114-1142-18911";2009-05-13;114;1142;0
"18912";"K7-114-1142-18912";2009-05-13;114;1142;0
"18913";"K7-114-1142-18913";2009-05-13;114;1142;0
"18914";"K7-114-1142-18914";2009-05-13;114;1142;0
"18915";"K7-114-1142-18915";2009-05-13;114;1142;0
"18916";"K7-114-1142-18916";2009-05-13;114;1142;0
"18917";"K7-114-1142-18917";2009-05-13;114;1142;0
"18918";"K7-114-1142-18918";2009-05-13;114;1142;0
"18919";"K7-114-1142-18919";2009-05-13;114;1142;0
"18920";"K7-114-1142-18920";2009-05-13;114;1142;0
"18921";"K7-114-1142-18921";2009-05-13;114;1142;0
"18922";"K7-114-1142-18922";2009-05-13;114;1142;0
"18923";"K7-114-1142-18923";2009-05-13;114;1142;0
"18924";"K7-114-1142-18924";2009-05-13;114;1142;0
"18925";"K7-114-1142-18925";2009-05-13;114;1142;0
"18926";"K7-114-1142-18926";2009-05-13;114;1142;0
"18927";"K7-114-1142-18927";2009-05-13;114;1142;0
"18928";"K7-114-1142-18928";2009-05-13;114;1142;0
"18929";"K7-114-1142-18929";2009-05-13;114;1142;0
"18930";"K7-114-1142-18930";2009-05-13;114;1142;0
"18931";"K7-114-1142-18931";2009-05-13;114;1142;0
"18932";"K7-114-1142-18932";2009-05-13;114;1142;0
"18933";"K7-114-1142-18933";2009-05-13;114;1142;0
"18934";"K7-114-1142-18934";2009-05-13;114;1142;0
"18935";"K7-114-1142-18935";2009-05-13;114;1142;0
"18936";"K7-114-1142-18936";2009-05-13;114;1142;0
"18937";"K7-114-1142-18937";2009-05-13;114;1142;0
"18938";"K7-114-1142-18938";2009-05-13;114;1142;0
"18939";"K7-114-1142-18939";2009-05-13;114;1142;0
"18940";"K7-114-1142-18940";2009-05-13;114;1142;0
"18941";"K7-114-1142-18941";2009-05-13;114;1142;0
"18942";"K7-114-1142-18942";2009-05-13;114;1142;0
"18943";"K7-114-1142-18943";2009-05-13;114;1142;0
"18944";"K7-114-1142-18944";2009-05-13;114;1142;0
"18945";"K7-114-1142-18945";2009-05-13;114;1142;0
"18946";"K7-114-1142-18946";2009-05-13;114;1142;0
"18947";"K7-114-1142-18947";2009-05-13;114;1142;0
"18948";"K7-114-1142-18948";2009-05-13;114;1142;0
"18949";"K7-114-1142-18949";2009-05-13;114;1142;0
